Date 	"Opening Price
(TZS)"	"Closing Price
(TZS)"	High (TZS)	"Low
(TZS)"	"Turnover
(TZS)
"	"Number of 
deals"	"Outstanding
shares bids"	"Outstanding
Offers"	"Number of 
share 
traded
"	"Market Cap 
(TZS) 
Billions"
28/10/2015	7310	7300	7300	7300	3518600	6	7693	6	482	262.8
29/10/2015	7300	7300	0	0	0	0	7593	6	0	262.8
30/10/2015	7300	7300	0	0	0	0	5441	6	0	262.8
02/11/2015	7300	7340	7340	7340	1027600	1	7051	6	140	264.24
03/11/2015	7340	7340	7340	7340	3339700	2	2521	15	455	264.24
04/11/2015	7340	7340	7340	7340	66060	1	2381	0	9	264.24
06/11/2015	7340	7340	7340	7340	3743400	4	5620	15	510	264.24
09/11/2015	7340	7340	7340	7340	726660	2	5990	6	99	264.24
10/11/2015	7340	7340	0	0	0	0	4190	6	0	264.24
11/11/2015	7340	7340	0	0	0	0	4196	6	0	264.24
12/11/2015	7340	7340	0	0	0	0	4196	6	0	264.24
13/11/2015	7340	7350	7350	7340	3100700	3	3537	0	422	264.6
16/11/2015	7350	7350	0	0	0	0	3537	0	0	264.6
17/11/2015	7350	7400	7500	7350	13320000	4	3080	9500	1800	266.4
18/11/2015	7400	7350	7500	7340	5291050	10	2930	9500	720	264.6
19/11/2015	7350	7350	0	0	0	0	2930	10307	0	264.6
20/11/2015	7350	7350	7350	7350	13083000	4	0	9507	1780	264.6
23/11/2015	7350	7350	7350	7350	2138850	6	880	9500	291	264.6
24/11/2015	7350	7350	7350	7350	819128100	8	220	479	111446	264.6
25/11/2015	7350	7390	7400	7360	4066800	2	187	10009	550	266.04
26/11/2015	7390	7400	7400	7400	12720600	8	467	8290	1719	266.4
27/11/2015	7400	7350	7350	7350	3307500	6	17	8790	450	264.6
30/11/2015	7350	7400	7400	7400	3996000	2	273	500	540	266.4
01/11/2015	7400	7360	7400	7350	5152500	7	5	22610	700	264.96
02/12/2015	7360	7350	7400	7350	1926750	6	0	23146	262	264.6
03/12/2015	7350	7360	7360	7350	11594940	9	33	24480	1576	264.96
04/12/2015	7360	7360	7360	7360	7227520	3	36	24980	982	264.96
07/12/2015	7360	7360	0	0	0	0	36	25980	0	264.96
08/12/2015	7360	7360	7360	7360	220800	1	36	3700	30	264.96
10/12/2015	7360	7360	7360	7350	66180	4	0	4438	9	264.96
11/12/2015	7360	7360	0	0	0	0	0	1981	0	264.96
14/12/2015	7360	7360	7360	7360	2362560	3	0	2480	321	264.96
15/12/2015	7360	7340	7360	7320	5210800	3	0	0	710	264.24
16/12/2015	7340	7350	7360	7340	9283420	12	0	1120	1263	264.6
17/12/2015	7350	7360	7360	7360	7360000	2	260	120	1000	264.96
18/12/2015	7360	7360	7360	7360	883200	2	5020	0	120	264.96
21/12/2015	7360	7370	7370	7370	6198170	3	5240	1	841	265.32
22/12/2015	7370	7360	7370	7360	33346800	12	890	7	4530	264.96
23/12/2015	7360	7360	7360	7360	4636800	1	260	2752	630	264.96
28/12/2015	7360	7360	7360	7350	60777990	6	134	529	8258	264.96
29/12/2015	7360	7360	0	0	0	0	134	3795	0	264.96
30/12/2015	7360	7350	7350	7350	73500	1	134	4785	10	264.6
31/12/2015	7350	7350	7350	7350	14920500	4	154	3555	2030	264.6
05/01/2016	7350	7340	7350	7340	1629600	5	332	2838	222	264.24
06/01/2016	7340	7340	7350	7340	3824370	5	2915	2815	521	264.24
07/01/2016	7340	7340	7350	7300	21649100	7	542	5565	2950	264.24
08/01/2016	7340	7300	7300	7300	11826000	5	13	5575	1620	262.8
11/01/2016	7300	7300	7350	7300	18841350	13	19	4661	2581	262.8
13/01/2016	7300	7300	7300	7300	5124600	8	0	9891	702	262.8
14/01/2016	7300	7290	7290	7280	1056920	4	0	13947	145	262.44
15/01/2016	7290	7260	7260	7260	4029300	5	0	13441	555	261.36
18/01/2016	7260	7250	7250	7240	19472050	11	1	14605	2687	261
19/01/2016	7250	7250	7250	7250	7250	1	0	38470	1	261
20/01/2016	7250	7240	7250	7240	3735890	4	0	39087	516	260.64
21/01/2016	7240	7240	7360	7230	4496270	9	0	37443	621	260.64
22/01/2016	7240	7220	7240	7220	7439080	7	0	13253	1030	259.92
25/01/2016	7220	7110	7220	7000	15513040	6	100	16303	2182	255.96
26/01/2016	7110	6900	7200	6900	1789400	4	100	17752	259	248.4
27/01/2016	6900	6900	0	0	0	0	100	17282	0	248.4
28/01/2016	6900	6900	0	0	0	0	240	15369	0	248.4
29/01/2016	6900	6900	6900	6900	14835000	7	0	1910	2150	248.4
02/02/2016	6900	6900	6900	6900	7452000	7	4	6961	1080	248.4
04/02/2016	6900	6730	6900	6700	3431000	2	589	9871	510	242.28
05/02/2016	6730	6720	6900	6700	4632100	7	1	8681	689	241.92
08/02/2016	6720	6720	6840	6840	6840	1	4	6161	1	241.92
09/02/2016	6720	6810	6820	6810	1355380	5	0	3931	199	245.16
10/02/2016	6810	6800	6800	6790	12796100	8	3	2561	1882	244.8
11/02/2016	6800	6780	6840	6780	16390910	11	27073	999	2417	244.08
12/02/2016	6780	6780	6840	6780	106759560	11	12783	50655	15744	244.08
15/02/2016	6780	6780	6790	6780	32545600	19	8143	49840	4800	244.08
16/02/2016	6780	6790	6790	6720	4956510	7	2460	49270	730	244.44
17/02/2016	6790	6800	6800	6790	17128810	4	564	7890	2519	244.8
18/02/2016	6800	6800	6800	6800	86672800	16	1353	290	12746	244.8
19/02/2016	6800	6800	6800	6800	11696000	5	16	22360	1720	244.8
22/02/2016	6800	6890	6900	6800	1301113300	23	1339	5	188890	248.04
23/02/2016	6890	6890	6800	6800	34000	1	1544	0	5	248.04
24/02/2016	6890	6910	6910	6900	2217200	9	7777	0	321	248.76
25/02/2016	6910	6910	0	0	0	0	7777	0	0	248.76
26/02/2016	6910	6900	6900	6900	5865000	3	5537	0	850	248.4
29/02/2016	6900	6900	6900	6900	3036000	1	1515	1820	440	248.4
01/03/2016	6900	6970	7200	6900	7587790	6	910	2062	1088	250.92
02/03/2016	6970	6930	6930	6930	2841300	1	900	1652	410	249.48
03/03/2016	6930	6920	6920	6920	5072360	5	311	1652	733	249.12
04/03/2016	6920	6950	6960	6930	7231500	6	11370	50	1040	250.2
07/03/2016	6950	6960	7200	6960	1051200	2	12396	1571	151	250.56
08/03/2016	6960	7210	7220	7200	22134000	4	20656	1	3070	259.56
09/03/2016	7210	7290	7300	7230	15959000	6	2240	601	2190	262.44
10/03/2016	7290	7300	7310	7200	27057250	18	7892	608	3706	262.8
11/03/2016	7300	7300	0	0	0	0	7372	609	0	262.8
14/03/2016	7300	7400	7410	7300	11470000	12	6410	0	1550	266.4
15/03/2016	7400	7400	7400	7400	7918000	4	0	200	1070	266.4
16/03/2016	7400	7300	7400	7300	591556500	10	5250	190	81035	262.8
17/03/2016	7300	7320	7400	7300	7837300	5	5070	0	1071	263.52
18/03/2016	7320	7320	0	0	0	0	7070	0	0	263.52
21/03/2016	7320	7360	7360	7360	73600	1	2020	0	10	264.96
22/03/2016	7360	7360	7360	7360	7212800	2	6876	0	980	264.96
23/03/2016	7360	7360	7360	7300	3090900	6	6450	0	420	264.96
24/03/2016	7360	7360	7370	7360	8802660	5	5270	3	1196	264.96
29/03/2016	7360	7500	7500	7500	7500000	1	150	0	1000	270
30/03/2016	7500	7360	7360	7360	9568000	1	2205	6570	1300	264.96
31/03/2016	7360	7300	7300	7300	3796000	3	5	8370	520	262.8
01/04/2016	7300	7300	0	0	0	0	0	1200	0	262.8
04/04/2016	7300	7300	7300	7300	7781800	5	3330	6764	1066	262.8
05/04/2016	7300	7200	7300	7200	635400	10	3630	8535	88	259.2
06/04/2016	7200	7200	0	0	0	0	2756	9470	0	259.2
08/04/2016	7200	7150	7150	7150	364650	3	2452	1153	51	257.4
11/04/2016	7150	7110	7150	6900	12178300	5	2200	2813	1712	255.96
12/04/2016	7110	6830	7000	6800	14103200	4	886	33408	2064	245.88
13/04/2016	6830	6810	6900	6800	7724200	31	1060	32725	1135	245.16
14/04/2016	6810	6810	6890	6800	612900	2	830	0	90	245.16
19/04/2016	6810	6810	6810	6810	1021500	4	795	32309	150	245.16
20/04/2016	6810	6800	6810	6800	7745600	6	0	32535	1139	244.8
21/04/2016	6800	6800	7000	6800	11004300	8	10450	33918	1617	244.8
22/04/2016	6800	6800	6820	6800	7346000	4	9470	31766	1080	244.8
25/04/2016	6800	6800	6820	6800	15488740	11	7710	3190	2277	244.8
27/04/2016	6800	6820	6820	6800	2509540	4	7790	1842	368	245.52
28/04/2016	6820	6810	6820	6800	1633400	4	6710	1842	240	245.16
29/04/2016	6810	6810	0	0	0	0	0	30402	0	245.16
02/05/2016	6810	6810	6810	6810	2724000	1	0	32030	400	245.16
03/05/2016	6810	6800	6810	6800	16021300	11	0	29950	2356	244.8
04/05/2016	6800	6800	6800	6800	42092000	2	0	1422	6190	244.8
05/05/2016	6800	6800	6800	6800	136000	1	0	1402	20	244.8
06/05/2016	6800	6790	6800	6790	18955800	6	380	6	2790	244.44
09/05/2016	6790	6790	6790	6790	2580200	1	0	23824	380	244.44
10/05/2016	6790	6790	6790	6780	434520	3	1985	23762	64	244.44
11/05/2016	6790	6800	6800	6750	13884900	3	1	22160	2042	244.8
12/05/2016	6800	6800	6750	6750	6750	1	0	22404	1	244.8
13/05/2016	6800	6740	6740	6740	1011000	3	0	26384	150	242.64
16/05/2016	6740	6740	6750	6750	27000	1	0	4310	4	242.64
17/05/2016	6740	6740	6740	6740	74140	2	0	4455	11	242.64
18/05/2016	6740	6740	0	0	0	0	0	945	0	242.64
19/05/2016	6740	6740	0	0	0	0	0	23685	0	242.64
20/05/2016	6740	6740	0	0	0	0	0	24130	0	242.64
23/05/2016	6740	6740	0	0	0	0	0	23710	0	242.64
24/05/2016	6740	6450	6450	6450	258000	1	0	24940	40	232.2
25/05/2016	6450	6730	6730	6730	745145600	1	1	23240	110720	242.28
26/05/2016	6730	6710	6710	6450	771310200	8	1	290	115000	241.56
27/05/2016	6710	6700	6700	6600	2954600	2	320	290	441	241.2
30/05/2016	6700	6700	6700	6700	3551000	3	0	0	530	241.2
31/05/2016	6700	6710	6710	6700	807234200	13	0	4801	120310	241.56
01/06/2016	6710	6710	0	0	0	0	0	909	0	241.56
02/06/2016	6710	6700	6700	6700	1072000	3	210	749	160	241.2
03/06/2016	6700	6710	6710	6700	5165700	3	170	0	770	241.56
06/06/2016	6710	6710	6710	6710	67100	2	160	64	10	241.56
07/06/2016	6710	6700	6710	6700	1072500	2	0	607	160	241.2
08/06/2016	6700	6700	6700	6700	489100	3	1	1624	73	241.2
09/06/2016	6700	6700	6710	6700	160840	2	9	2140	24	241.2
10/06/2016	6700	6650	6700	6650	5513300	5	180	2263	829	239.4
13/06/2016	6650	6650	6700	6650	1264000	3	315	12040	190	239.4
14/06/2016	6650	6650	6650	6650	2394000	2	55	11490	360	239.4
15/06/2014	6650	6690	6700	6610	673924700	10	455	11487	100670	240.84
16/06/2016	6690	6660	6660	6660	266400	1	825	11887	40	239.76
17/06/2016	6660	6610	6650	6550	8066900	7	9	12458	1220	237.96
20/06/2016	6610	6610	6550	6540	170210	6	0	14031	26	237.96
21/06/2016	6610	6530	6550	6530	1012250	2	0	13616	155	235.08
23/06/2016	6500	6500	0	0	0	0	0	4254	0	234
24/06/2016	6500	6500	0	0	0	0	0	3724	0	234
27/06/2016	6500	6490	6490	6490	4101680	6	3	4870	632	233.64
28/06/2016	6490	6500	6500	6480	456375150	18	1	16160	70214	234
29/06/2016	6500	6500	0	0	0	0	311	14982	0	234
30/06/2016	6500	6410	6530	6390	79760340	15	315	11360	12442	230.76
01/07/2016	6410	6390	6500	6390	3630080	6	1313	16700	568	230.04
04/07/2016	6390	6350	6400	6350	6369200	7	168	17200	1003	228.6
05/07/2016	6350	6300	6300	6300	636300	2	174	6769	101	226.8
08/07/2016	6300	6320	6350	6250	13833000	8	168	9	2190	227.52
11/07/2016	6320	6050	6350	6050	685450	5	7195	4	113	217.8
12/07/2016	6050	6350	6350	6350	3619500	2	6620	5371	570	228.6
13/07/2016	6350	6350	6360	6050	12243800	7	4822	5372	1928	228.6
14/07/2016	6350	6350	6360	6350	5653200	8	4872	5372	890	228.6
15/07/2016	6350	6390	6390	6350	34304700	5	3130	9	5370	230.04
18/07/2016	6390	6380	6390	6350	11692140	12	388	1	1834	229.68
19/07/2016	6380	6350	6350	6350	1905000	2	238	1	300	228.6
20/07/2016	6350	6400	6400	6360	322175120	3	238	50001	50342	230.4
21/07/2016	6400	6400	6400	6400	8512000	3	850	1	1330	230.4
22/07/2016	6400	6400	6400	6400	3840000	2	170	0	600	230.4
25/07/2016	6400	6410	6410	6410	320500	1	220	0	50	230.76
26/07/2016	6410	6410	6410	6400	448500	2	0	370	70	230.76
27/07/2016	6410	6400	6400	6400	2496000	3	170	677	390	230.4
28/07/2016	6400	6400	6400	6400	2752000	2	890	254	430	230.4
29/07/2016	6400	6400	6400	6400	4608000	3	0	0	720	230.4
01/08/2016	6400	6400	6400	6380	18097200	11	0	7656	2828	230.4
02/08/2016	6400	6400	6400	6390	320424380	32	70	0	50067	230.4
03/08/2016	6400	6400	6400	6380	12359000	9	0	1330	1932	230.4
04/08/2016	6400	6400	0	0	0	0	0	1780	0	230.4
05/08/2016	6400	6400	0	0	0	0	0	1790	0	230.4
09/08/2016	6400	6390	6400	6390	2773460	6	75	160	434	230.04
10/08/2016	6390	6380	6400	6380	446910	12	5	1910	70	229.68
11/08/2016	6380	6380	0	0	0	0	5	2574	0	229.68
12/08/2016	6380	6370	6380	6360	795900	6	8	1739	125	229.32
15/08/2016	6370	6370	6370	6370	1592500	1	8	656	250	229.32
16/08/2016	6370	6370	6370	6370	637000	2	8	550	100	229.32
17/08/2016	6370	6370	6370	6360	5456590	11	0	0	857	229.32
18/08/2016	6370	6370	6370	6370	5796700	8	1113	0	910	229.32
19/08/2016	6370	6370	6370	6370	4732910	6	690	3	743	229.32
22/08/2016	6370	6370	6370	6370	6006910	7	0	1339	943	229.32
23/07/2016	6370	6370	6370	6370	4076800	5	0	699	640	229.32
24/08/2016	6370	6370	6370	6370	1274000	4	0	3599	200	229.32
25/08/2016	6370	6370	6370	6370	6210750	4	8	3064	975	229.32
26/08/2016	6370	6370	6370	6370	5032300	4	2	2034	790	229.32
29/08/2016	6370	6370	6370	6370	12740	1	0	1020	2	229.32
30/08/2016	6370	6370	6370	6370	15096900	6	5	0	2370	229.32
31/08/2016	6370	6370	0	0	0	0	0	550	0	229.32
01/09/2016	6370	6370	6380	6370	5036700	2	5	552	790	229.32
02/09/2016	6370	6370	0	0	0	0	57	552	0	229.32
05/09/2016	6370	6370	6400	6400	12672000	3	0	2140	1980	229.32
06/09/2016	6370	6370	6400	6400	12672000	3	0	1545	1980	229.32
07/09/2016	6370	6370	6400	6400	12672000	3	0	5	1980	229.32
08/09/2016	6370	6370	6370	6370	6370000	2	0	103	1000	229.32
09/09/2016	6370	6370	6400	6370	11728110	7	5	0	1833	229.32
13/09/2016	6370	6370	0	0	0	0	5	450	0	229.32
14/09/2016	6370	6370	0	0	0	0	0	450	0	229.32
15/09/2016	6370	6370	6360	6360	8395200	3	290	450	1320	229.32
16/09/2016	6370	6360	6370	6360	57270100	14	0	9	9000	228.96
19/09/2016	6360	6360	6380	6380	191400	2	0	483	30	228.96
20/09/2016	6360	6360	6360	6360	25440	1	7	479	4	228.96
21/09/2016	6360	6360	0	0	0	0	7	4689	0	228.96
22/09/2016	6360	6360	0	0	0	0	7	4689	0	228.96
23/09/2016	6360	6360	0	0	0	0	0	4269	0	228.96
26/09/2016	6360	6360	0	0	0	0	0	967	0	228.96
27/09/2016	6360	6360	0	0	0	0	0	1167	0	228.96
28/09/2016	6360	6360	6350	6350	571500	1	0	1077	90	228.96
29/09/2016	6360	6360	0	0	0	0	0	2737	0	228.96
30/09/2016	6360	6360	6350	6350	17653000	7	4250	7	2780	228.6
03/10/2016	6360	6350	6350	6350	27666950	4	0	4256	4357	228.6
04/10/2016	6350	6360	6350	6350	13855700	10	0	2102	2182	228.96
05/10/2016	6350	6350	6350	6350	57150	1	0	4713	9	228.6
06/10/2016	6350	6350	6350	6350	146050	2	3	6160	23	228.6
07/10/2016	6350	6350	0	0	0	0	3	6160	0	228.6
10/10/2016	6350	6350	0	0	0	0	3	4100	0	228.6
11/10/2016	6350	6350	6350	6350	82550	2	0	6322	13	228.6
12/10/2016	6350	6350	6350	6350	965200	2	5	3550	152	228.6
	6350	6350	0	0	0	0	2	2290	0	228.6
16/10/2016	6350	6350	6350	6350	12700	1	0	3715	2	228.6
18/10/2016	6350	6350	0	0	0	0	0	2562	0	228.6
19/10/2016	6350	6350	6350	6350	1905000	2	0	3845	300	228.6
20/10/2016	6350	6350	0	0	0	0	0	13940	0	228.6
21/10/2016	6350	6350	6300	6300	378000	1	1	13882	60	228.6
24/10/2016	6350	6350	6300	6300	636300	2	0	26882	101	228.6
	6350	6350	6300	5400	2461500	2	0	26441	455	228.6
26/10/2016	6350	6350	0	0	0	0	50000	25296	0	228.6
27/10/2016	6350	6350	0	0	0	0	1000	17316	0	228.6
28/10/2016	6350	6350	0	0	0	0	1240	15606	0	228.6
29/10/2016	6350	6350	0	0	0	0	1240	4015	0	228.6
01/11/2016	6350	6350	6000	6000	1440000	1	1000	4887	240	228.6
02/11/2016	6350	6350	5450	5450	2670500	2	510	5340	490	228.6
03/11/2016	6350	6350	5450	5450	7041400	10	590	3153	1292	228.6
04/11/2016	6350	5450	5450	5450	4409867500	5	1440	893	809150	196.2
07/11/2016	5450	5450	5450	5450	4796000	2	560	10295	880	196.2
08/11/2016	5450	5450	5450	5450	1100900	2	2420	10291	202	196.2
09/11/2016	5450	5450	5500	5450	4118500	2	1670	9849	750	196.2
10/11/2016	5450	5450	5450	5450	7602750	11	50280	9848	1395	196.2
11/11/2016	5450	5450	0	0	0	0	280	9848	0	196.2
14/11/2016	5450	5450	5450	5450	3488000	3	0	8	640	196.2
15/11/2016	5450	5450	5450	5450	24154400	9	750	0	4432	196.2
16/11/2016	5450	5450	5450	5450	708500	1	620	0	130	196.2
17/11/2016	5450	5450	5450	5450	13243500	7	8190	1	2430	196.2
18/11/2016	5450	5450	5450	5450	10578450	4	6284	0	1941	196.2
21/11/2016	5450	5450	0	0	0	0	6284	0	0	196.2
22/11/2016	5450	5450	5450	5450	2343500	2	5994	0	430	196.2
23/11/2016	5450	5450	5450	5450	784800	4	5850	2	144	196.2
24/11/2016	5450	5450	5450	5450	3324500	4	32	0	610	196.2
25/11/2016	5450	5450	5450	5450	2561500	1	4530	9	470	196.2
27/11/2016	5450	5450	5450	5450	12317000	4	2300	3	2260	196.2
29/11/2016	5450	5450	5450	5450	12971000	4	0	3307	2380	196.2
30/11/2016	5450	5450	5450	5450	2725000	2	0	2807	500	196.2
01/12/2016	5450	5450	5450	5450	15260000	2	2000	7	2800	196.2
02/12/2016	5450	5450	5400	5400	216000	1	1960	12	40	196.2
05/12/2016	5450	5450	5400	5400	3240000	2	1360	9	600	196.2
06/12/2016	5450	5450	0	0	0	0	1360	5	0	196.2
07/12/2016	5450	5450	5400	5400	9649800	4	10000	0	1787	196.2
08/12/2016	5450	5450	5400	5400	8337600	11	33460	0	1544	196.2
13/12/2016	5450	5450	5400	5400	18316800	2	3494	573	3392	196.2
14/12/2016	5450	5450	5450	5400	5988050	13	7	1200	1099	196.2
15/11/2016	5450	5450	5450	5450	381500	1	7	1130	70	196.2
16/12/2016	5450	5450	5450	5450	2779500	6	9	620	510	196.2
19/12/2016	5450	5450	5450	5450	32700	4	4	2742	6	196.2
20/12/2016	5450	5450	5450	5450	174400	2	0	3210	32	196.2
21/12/2016	5450	5450	5450	5450	763000	1	0	3510	140	196.2
22/12/2016	5450	5450	5450	5450	54500	1	0	3500	10	196.2
23/12/2016	5450	5450	5450	5450	54500	1	0	2030	10	196.2
27/12/2016	5450	5450	0	0	0	0	0	2160	0	196.2
28/12/2016	5450	5450	0	0	0	0	0	2160	0	196.2
29/12/2016	5450	5450	0	0	0	0	0	2660	0	196.2
30/12/2016	5450	5450	0	0	0	0	0	1940	0	196.2
03/01/2017	5450	5450	5450	5450	2779500	6	9	620	510	196.2
04/01/2017	5450	5450	5000	5000	5000000	3	0	4506	1000	196.2
05/01/2017	5450	5450	5000	5000	0	0	8	4476	0	196.2
06/01/2017	5450	5450	5000	5000	155000	4	5	4486	31	196.2
09/01/2017	5450	5450	5000	5000	25000	2	0	4088	5	196.2
10/01/2017	5450	5450	5000	5000	4585000	11	0	2175	917	196.2
11/01/2017	5450	5450	0	0	0	0	0	1175	0	196.2
13/01/2017	5450	5450	5000	5000	400000	1	0	823	80	196.2
16/01/2017	5450	5450	0	0	0	0	0	4300	0	196.2
17/01/2017	5450	5450	4950	4950	1386000	2	0	5554	280	196.2
18/01/2017	5450	5450	5000	5000	45000	5	0	6445	9	196.2
19/01/2017	5450	5450	4950	4950	336600	3	6	7277	68	196.2
20/01/2017	5450	5450	0	0	0	0	6	6577	0	196.2
23/01/2017	5450	5450	0	0	0	0	6	5282	0	196.2
24/01/2017	5450	5450	4950	4950	29700	3	0	4065	6	196.2
25/01/2017	5450	5450	0	0	0	0	0	4847	0	196.2
26/01/2016	5450	5450	0	0	0	0	0	5709	0	196.2
27/01/2017	5450	5450	5000	4950	24800	2	0	5627	5	196.2
30/01/2017	5450	5450	4800	4800	10848000	3	3840	4577	2260	196.2
31/01/2017	5450	5400	5450	4800	1644252000	23	1900	5458	302225	194.4
01/02/2017	5400	5400	0	0	0	0	2110	1888	0	194.4
02/02/2017	5400	5400	4900	4900	980000	1	2410	1888	200	194.4
03/02/2017	5400	5400	4900	4900	34300	1	2410	4362	7	194.4
06/02/2017	5400	5400	4900	4800	2881000	2	500	2480	600	194.4
07/02/2017	5400	5400	4800	4800	9600	1	1350	2478	2	194.4
08/02/2017	5400	5400	5000	4900	11969500	9	3450	2609	2394	194.4
09/02/2017	5400	5400	0	0	0	0	850	2609	0	194.4
10/02/2017	5400	5400	5000	4800	3071600	4	2450	1687	632	194.4
13/02/2017	5400	5400	4800	4800	3216000	2	1340	1657	670	194.4
14/02/2017	5400	5400	4800	4800	2112000	1	50	1757	440	194.4
15/02/2017	5400	5400	4800	4800	1392000	4	0	185	290	194.4
16/02/2017	5400	5400	4800	4600	508000	2	200	75	110	194.4
17/02/2017	5400	5400	0	0	0	0	200	3119	0	194.4
20/02/2017	5400	5400	0	0	0	0	200	3119	0	194.4
21/02/2017	5400	5400	0	0	0	0	200	3819	0	194.4
22/02/2017	5400	5400	0	0	0	0	200	3924	0	194.4
23/02/2017	5400	5400	0	0	0	0	0	3924	0	194.4
24/02/2017	5400	5400	0	0	0	0	500	880	0	194.4
27/02/2017	5400	5400	0	0	0	0	500	880	0	194.4
28/02/2017	5400	5400	0	0	0	0	500	180	0	194.4
01/03/2017	5400	5400	4800	4800	864000	7	631	0	180	194.4
02/03/2017	5400	5400	4800	4800	360000	4	664	1046	75	194.4
03/03/2017	5400	5400	4800	4600	2953200	9	0	1599	634	194.4
06/03/2017	5400	5400	5400	4800	674824000	8	0	1599	125000	194.4
07/03/2017	5400	5400	0	0	0	0	0	2040	0	194.4
08/03/2017	5400	5400	0	0	0	0	0	2040	0	194.4
09/03/2017	5400	5400	5400	5400	291600	3	0	1980	54	194.4
10/03/2017	5400	5400	0	0	0	0	0	1980	0	194.4
13/03/2017	5400	5400	0	0	0	0	0	6073	0	194.4
14/03/2017	5400	5400	0	0	0	0	0	5633	0	194.4
15/03/2017	5400	5400	0	0	0	0	0	7177	0	194.4
16/03/2017	5400	5400	0	0	0	0	0	7220	0	194.4
17/03/2017	5400	5400	5400	5400	972000	1	0	8540	180	194.4
20/03/2017	5400	5400	0	0	0	0	0	3527	0	194.4
21/03/2017	5400	5400	5400	5350	45807800	9	0	0	8487	194.4
22/03/2017	5400	5400	0	0	0	0	0	1883	0	194.4
23/03/2017	5400	5400	0	0	0	0	0	1883	0	194.4
24/03/2017	5400	5400	5350	5350	9464150	6	0	1883	1769	194.4
27/03/2017	5400	5400	5350	5350	48150	2	0	2306	9	194.4
28/03/2017	5400	5400	5350	5350	583150	3	0	4984	109	194.4
29/03/2017	5400	5400	5350	5350	272850	2	0	3273	51	194.4
30/03/2017	5400	5400	5300	5300	7950000	2	1000	2923	1500	194.4
31/03/2017	5400	5400	0	0	0	0	300	1233	0	194.4
03/04/2017	5400	5400	4900	4800	2121600	3	551	3357	442	194.4
04/04/2017	5400	5400	5300	5250	8205000	3	591	2447	1550	194.4
05/04/2017	5400	5400	5350	4900	3845700	8	5	3462	772	194.4
06/04/2017	5400	5400	5200	5200	208000	1	6	3422	40	194.4
10/04/2017	5400	5400	5200	5200	2912000	2	5	860	560	194.4
11/04/2017	5400	5400	5200	5150	61900	2	3	1050	12	194.4
12/04/2017	5400	5400	0	0	0	0	1	2390	0	194.4
18/04/2017	5400	5400	0	0	0	0	0	1830	0	194.4
19/04/2017	5400	5400	5150	5150	515000	1	0	410	100	194.4
20/04/2017	5400	5400	5150	5150	1751000	2	0	2216	340	194.4
21/04/2017	5400	5400	5000	5000	2000000	5	0	4032	400	194.4
24/04/2017	5400	5400	0	0	0	0	0	4112	0	194.4
25/04/2017	5400	5400	5000	5000	5000	1	0	4102	1	194.4
27/04/2017	5400	5400	5000	5000	1950000	3	0	2045	390	194.4
	5400	5400	5000	5000	17580000	14	17490	229	3516	194.4
02/05/2017	5400	5400	5200	5150	93200	2	17490	1091	18	194.4
03/05/2017	5400	5200	5200	5000	30812000	9	11540	1761	5950	187.2
04/05/2017	5200	5200	0	0	0	0	11540	2716	0	187.2
05/05/2017	5200	5150	5200	5000	18311000	11	7550	538	3539	185.4
08/05/2017	5150	5150	5000	5000	6700000	7	6210	543	1340	185.4
09/05/2017	5150	5150	5000	5000	8785000	16	4760	1035	1757	185.4
10/05/2017	5150	5150	5000	5000	2200000	4	4320	1035	440	185.4
11/05/2017	5150	5150	0	0	0	0	4320	535	0	185.4
12/05/2017	5150	5150	5000	5000	9300000	8	0	1502	1860	185.4
15/05/2017	5150	5150	5150	5000	1403000	4	0	3200	274	185.4
16/05/2017	5150	5150	0	0	0	0	0	4389	0	185.4
17/05/2017	5150	5150	0	0	0	0	0	6799	0	185.4
18/05/2017	5150	5150	0	0	0	0	0	7239	0	185.4
19/05/2017	5150	5000	5000	4950	18480000	12	0	6992	3697	180
22/05/2017	5000	5000	0	0	0	0	0	2572	0	180
23/05/2017	5000	5000	5000	5000	1955000	4	0	3797	391	180
24/05/2017	5000	5000	5000	5000	5000	1	0	1686	1	180
25/05/2017	5000	5000	0	0	0	0	0	1937	0	180
26/05/2017	5000	5000	0	0	0	0	0	2022	0	180
29/05/2017	5000	5000	4800	4800	3888000	6	0	2271	810	180
30/05/2017	5000	5000	4800	4800	4876800	6	110	1514	1016	180
31/05/2017	5000	5000	0	0	0	0	110	1514	0	180
01/06/2017	5000	5000	4800	4800	528000	1	0	2175	110	180
02/06/2017	5000	5000	0	0	0	0	0	2175	0	180
05/06/2017	5000	5000	4500	4500	4500000	2	0	2297	1000	180
06/06/2017	5000	5000	0	0	0	0	2000	4012	0	180
07/06/2017	5000	5000	4250	4250	4080000	5	1040	4352	960	180
08/06/2017	5000	5000	4250	4250	4420000	4	0	3952	1040	180
09/06/2017	5000	5000	4250	4250	3442500	2	0	4022	810	180
12/06/2017	5000	5000	0	0	0	0	380	3641	0	180
13/06/2017	5000	5000	4250	4250	5074500	8	133	647	1194	180
14/06/2017	5000	5000	0	0	0	0	9129	3725	0	180
15/06/2017	5000	4400	4450	4250	151896000	24	5	1636	34360	158.4
16/06/2017	4400	4400	4400	4400	158435200	2	2055	620	36008	158.4
19/06/2017	4400	4400	0	0	0	0	2105	9598	0	158.4
