Date 	"Opening Price
(TZS)"	"Closing Price
(TZS)"	High (TZS)	"Low
(TZS)"	"Turnover
(TZS)
"	"Number of 
deals"	"Outstanding
shares bids"	"Outstanding
Offers"	"Number of 
share 
traded
"	"Market Cap 
(TZS) 
Billions"
24/05/2016	380	380	380	370	2514650	14	25654	62320	6635	992.5
25/05/2016	380	380	380	370	4092820	12	25290	477921	10784	992.5
26/05/2016	380	380	380	375	305484240	16	25290	612373	804278	992.5
27/05/2016	380	370	375	370	3241000	8	117	560743	8740	966.38
30/05/2016	370	370	380	370	7464160	13	8	858400	20170	966.38
31/05/2016	370	370	370	370	3226400	14	4	1289540	8720	966.38
01/06/2016	370	370	370	370	114700	3	9	1304270	310	966.38
02/06/2016	370	370	370	370	4247600	14	2	1192790	11480	966.38
03/06/2016	370	370	370	370	9673650	22	20001	1142940	26145	966.38
06/06/2016	370	370	370	370	7163940	15	25001	1092200	19362	966.38
07/06/2016	370	370	370	370	222000	1	25001	1099750	600	966.38
08/06/2016	370	365	370	350	10719200	24	2	578610	29260	953.32
09/06/2016	365	355	370	350	5906020	31	4875	1477760	16596	927.2
10/06/2016	355	355	370	350	1230850	8	2700	1137740	3460	927.2
